# Shadow of War Game Database Dump
# List: Combat/Predicates/Item
# Entry count: 1364
# Entry stride: 0x28
# Format: address|name|hex_bytes

000000006665A2B0|Ambient_DoNotEquipRanged|010A000025A80000D029086600000000B061DB6700000000087160660000000048D9DF4100000000
000000006665A2D8|AI_Balrog_WhipAttack_Stage_2a_Complete|010A0000F0351F00E029086600000000D861DB6700000000087160660000000064D9DF4100000000
000000006665A300|Balrog_MissionID_Carnan_2|010A00009E042100E029086600000000E061DB670000000008716066000000008CD9DF4100000000
000000006665A328|Tut_GraugRider_Skill|010A0000607A8E00F029086600000000E861DB67000000000871606600000000A8D9DF4100000000
000000006665A350|AI_ArPharazon_Phase2_50PctHealth|010A000094EBA500E0290866000000000062DB67000000000871606600000000C0D9DF4100000000
000000006665A378|Balrog_ClampHealth_50Pct|010A000086C2CB00E0290866000000000862DB67000000000871606600000000E4D9DF4100000000
000000006665A3A0|Biped_All_MeleeWeapons_NoDefenderSpearShield|010A00007ED3FB00002A0866000000001062DB6700000000087160660000000000DADF4100000000
000000006665A3C8|Items_AI_NazgulTwins_FinisherFinal|010A000074CD3801E029086600000000D063DB6700000000087160660000000030DADF4100000000
000000006665A3F0|Mannerism_Howler|010A0000CDDD4501102A086600000000D863DB6700000000087160660000000054DADF4100000000
000000006665A418|AI_Talion_RaiseDead_Available|010A0000BC517201E029086600000000E863DB6700000000087160660000000068DADF4100000000
000000006665A440|DLC3_SummonElfLover|010A0000258FED01E029086600000000F063DB6700000000087160660000000088DADF4100000000
000000006665A468|CSP_PerfectLastChance_Parent|010A0000AF82AA02E029086600000000F863DB670000000008716066000000009CDADF4100000000
000000006665A490|Biped_All_MeleeAndProjectileWeapons|010A0000608AB802202A0866000000000064DB67000000000871606600000000BCDADF4100000000
000000006665A4B8|PC_DisablePrompt|010A0000A119F202E0290866000000009867DB67000000000871606600000000E0DADF4100000000
000000006665A4E0|MultiHit_3Hits|010A0000AA46F402E029086600000000A067DB67000000000871606600000000F4DADF4100000000
000000006665A508|CSP_BeastChord_AoE|010A0000ACE63803E029086600000000A867DB6700000000087160660000000004DBDF4100000000
000000006665A530|Debug_UsabilityTutorialsBlocker|010A000086DF7103102A086600000000B067DB6700000000087160660000000018DBDF4100000000
000000006665A558|Balrog_CanClampHealth_25Pct|010A0000C8767803E029086600000000C067DB6700000000087160660000000038DBDF4100000000
000000006665A580|AI_Archer_QuestSpecific_100PercAccurate|010A0000F741DB03E029086600000000C867DB6700000000087160660000000054DBDF4100000000
000000006665A5A8|DLC4_GruntDropper_OrcsOlogs|010A00008589DE03E029086600000000D067DB670000000008716066000000007CDBDF4100000000
000000006665A5D0|Biped_Chord_CounterAttack|010A0000EC4C7F04E029086600000000D867DB6700000000087160660000000098DBDF4100000000
000000006665A5F8|DEMO_PlayerScriptTrigger_Mount|010A0000B442A404E029086600000000E067DB67000000000871606600000000B4DBDF4100000000
000000006665A620|Olog_PerformingBPromptAttack|010A0000BC66B704E029086600000000E867DB67000000000871606600000000D4DBDF4100000000
000000006665A648|Trait_WeakenedBy_Pin|010A00006E91C604E029086600000000F067DB67000000000871606600000000F4DBDF4100000000
000000006665A670|Buddy_Ultimate_Sup_Banner|010A00009958F904E029086600000000F867DB670000000008716066000000000CDCDF4100000000
000000006665A698|DLC4_Graugapult1|010A000084A30105E0290866000000000068DB6700000000087160660000000028DCDF4100000000
000000006665A6C0|PC_GemsHintBlocker|010A000084074005302A0866000000000868DB670000000008716066000000003CDCDF4100000000
000000006665A6E8|CSP_Multi_Counter|010A000089C45305E0290866000000005068DB6700000000087160660000000050DCDF4100000000
000000006665A710|ThrowGrenadeAtFeet_Poison|010A000075885405E0290866000000005868DB6700000000087160660000000064DCDF4100000000
000000006665A738|Item_BloodBrother_AttackedByPlayer_Betray|010A0000D3F7AB05E0290866000000006068DB6700000000087160660000000080DCDF4100000000
000000006665A760|Biped_MortVulnerable_Monsters|010A0000F5732806E0290866000000006868DB67000000000871606600000000ACDCDF4100000000
000000006665A788|CSP_Fear_Arrow|010A0000613D6206E0290866000000007068DB67000000000871606600000000CCDCDF4100000000
000000006665A7B0|AI_Nazgul_DashOver_Immune|010A00007ABB7906F0290866000000007868DB67000000000871606600000000DCDCDF4100000000
000000006665A7D8|Biped_Vulnerable_Monsters|010A000061927C06E0290866000000009068DB67000000000871606600000000F8DCDF4100000000
000000006665A800|Intrgtn_Exclude_LW_Dominate|010A0000824E9506102A0866000000009868DB6700000000087160660000000014DDDF4100000000
000000006665A828|Biped_Immune_InstaBrand|010A000011A6BC06E029086600000000A868DB6700000000087160660000000030DDDF4100000000
000000006665A850|BlackHand_Melee|010A000044468307D029086600000000B068DB6700000000087160660000000048DDDF4100000000
000000006665A878|Biped_StealthVulnerable_Broken_Monsters|010A0000B9729F07F029086600000000D868DB6700000000087160660000000058DDDF4100000000
