# Shadow of War Game Database Dump
# List: Combat/AOE
# Entry count: 627
# Entry stride: 0x28
# Format: address|name|hex_bytes

0000000066828978|AI_TrlLgndry_Bleed_Exit_AoE|110A000011EFB400B0E210660000000078C385680000000050C760660000000060F5EA4100000000
00000000668289A0|QuickThrow_AOE_SingleTarget|110A0000BD450101B0E2106600000000B8C385680000000050C760660000000088F5EA4100000000
00000000668289C8|AI_TrlPsn_Vomit_AoE|110A00009DAD2101B0E2106600000000F8C385680000000050C7606600000000B4F5EA4100000000
00000000668289F0|AI_TrlCave_AoE_SmashTower_Ridden|110A00009930AF01B0E210660000000038C485680000000050C7606600000000D8F5EA4100000000
0000000066828A18|PLBoG_ChordBubble_AOE_Aug2_Destruct_Enemies|110A0000ED218702C0E310660000000078C485680000000050C7606600000000FCF5EA4100000000
0000000066828A40|AI_Nazgul_Solo_PreTeleport_AOE|110A000051C3FA02B0E2106600000000C8C485680000000050C760660000000028F6EA4100000000
0000000066828A68|AOE_Epic_Mighty_Defenders|110A00004E6A5503B0E210660000000008C585680000000050C760660000000048F6EA4100000000
0000000066828A90|AI_Def_Upgrade_GroundPound|110A00006CAAA003B0E210660000000048C585680000000050C760660000000064F6EA4100000000
0000000066828AB8|DLC4_RefreshFlwrCommand_OnCptnKill|110A00004963E103B0E210660000000088C585680000000050C760660000000080F6EA4100000000
0000000066828AE0|AI_Activate_BubbleShield_AoE_HitBoG_Isil|110A0000A1245404D0E4106600000000C8C585680000000050C7606600000000A4F6EA4100000000
0000000066828B08|PLBoG_GameChanger_Initiate_AOE_Allies|110A00006483F504B0E210660000000030C685680000000050C7606600000000D0F6EA4100000000
0000000066828B30|BarrelBreak|110A000009B56D05B0E210660000000070C685680000000050C7606600000000F8F6EA4100000000
0000000066828B58|PC_HealWargs_HowlChord|110A000003D49C05B0E2106600000000B0C685680000000050C760660000000004F7EA4100000000
0000000066828B80|PC_Radiance_Dmg_ExitPoison_AOE|110A0000873FEB06E0E5106600000000F0C685680000000050C76066000000001CF7EA4100000000
0000000066828BA8|Orc_Grenade_Curse_AOE|110A00001D9A2F07B0E210660000000038C785680000000050C76066000000003CF7EA4100000000
0000000066828BD0|AI_Troll_Grab_Eat_HitHand_KillGrabbed|110A00002E1A3407B0E210660000000078C785680000000050C760660000000054F7EA4100000000
0000000066828BF8|Mounted_TrlBaleFire_Vomit_AoE_RLB|110A000072E14807B0E2106600000000B8C785680000000050C76066000000007CF7EA4100000000
0000000066828C20|RingwraithGear_ResurrectGrunt|110A00002F2CE307E0E5106600000000F8C785680000000050C7606600000000A0F7EA4100000000
0000000066828C48|PLBar_Chord_AoE_Env|110A0000F5A63C09B0E210660000000040C885680000000050C7606600000000C0F7EA4100000000
0000000066828C70|AOE_Epic_ProtectiveAllies|110A0000E18C5009B0E210660000000080C885680000000050C7606600000000D4F7EA4100000000
0000000066828C98|WraithAoE_Fire_Lvl1_Explosives|110A000070E08009F0E6106600000000C0C885680000000050C7606600000000F0F7EA4100000000
0000000066828CC0|5Lgnd_RingwraithCape_ChainTrap_DestroyAoE|110A00004CF88309E0E510660000000018C985680000000050C760660000000010F8EA4100000000
0000000066828CE8|AI_Sauron_Fair_Expanding_AOE_BldDdg|110A00000E6B1E0AB0E210660000000060C985680000000050C7606600000000C881E74100000000
0000000066828D10|AOE_Epic_Master_Curse|110A0000B851000BB0E2106600000000A0C985680000000050C76066000000003CF8EA4100000000
0000000066828D38|Mounted_TrlIce_Vomit_AoE_RLB|110A0000A77D1D0BB0E2106600000000E0C985680000000050C760660000000054F8EA4100000000
0000000066828D60|AI_Graug_Attack_AoE|110A00001D648E0BE0E510660000000020CA85680000000050C760660000000074F8EA4100000000
0000000066828D88|OrcSapper_SelfDetonate_Eat_DelayExplosion_AOE|110A0000902DEF0BD0E410660000000068CA85680000000050C760660000000088F8EA4100000000
0000000066828DB0|Easterling_Grenade_Poison_AOE|110A000087BBF70BD0E4106600000000D0CA85680000000050C7606600000000B8F8EA4100000000
0000000066828DD8|AI_TrlPsn_Hamstrung_Bleed_AoE|110A00002B7E390C00E810660000000038CB85680000000050C7606600000000D8F8EA4100000000
0000000066828E00|WaspNest|110A0000D725EA0CB0E2106600000000A8CB85680000000050C7606600000000F8F8EA4100000000
0000000066828E28|5Lgnd_Machine_GlaiveExplode_AoE|110A0000227D1D0DB0E2106600000000E8CB85680000000050C760660000000004F9EA4100000000
0000000066828E50|Barrel_Broken_OilSpilled|110A00001AC2A30DB0E210660000000028CC85680000000050C760660000000024F9EA4100000000
0000000066828E78|AI_WitchKing_AOE_CommandNazgul|110A00003D4FBF0EB0E210660000000068CC85680000000050C760660000000040F9EA4100000000
