# Shadow of War Game Database Dump
# List: Combat/Buffs/Procs/Definitions
# Entry count: 223
# Entry stride: 0x28
# Format: address|name|hex_bytes

000000006681C390|ProcDef_HealthRecover_CombatKill|0A0A00003FFDD50020D010660000000098BB846800000000C8C06066000000008CA7EA4100000000
000000006681C3B8|ProcDef_MightRecover_Headshot|0A0A000034BFE70020D0106600000000E0BB846800000000C8C0606600000000B0A7EA4100000000
000000006681C3E0|Proc_StaminaGain_StealthKillMounted|0A0A000007E33A0120D010660000000028BC846800000000C8C0606600000000D0A7EA4100000000
000000006681C408|ProcDef_AI_Lifesteal_RecklessAOE|0A0A0000C9EC5D0320D010660000000070BC846800000000C8C0606600000000F4A7EA4100000000
000000006681C430|ProcDef_CBMeter_Default_WrathGain_KillEnemy|0A0A00008516000420D0106600000000B8BC846800000000C8C060660000000018A8EA4100000000
000000006681C458|ProcDef_FireOnExecuteCaptain|0A0A0000EB6B400620D010660000000000BD846800000000C8C060660000000044A8EA4100000000
000000006681C480|ProcDef_CurseAoE_OnPerfectCounter|0A0A0000B8D4AF0620D010660000000048BD846800000000C8C060660000000064A8EA4100000000
000000006681C4A8|ProcDef_AllHealthRecover_EliteKill|0A0A000021FA890720D010660000000090BD846800000000C8C060660000000088A8EA4100000000
000000006681C4D0|ProcDef_HealthRecov_OnKillFrozen|0A0A00003723E80720D0106600000000D8BD846800000000C8C0606600000000ACA8EA4100000000
000000006681C4F8|ProcDef_Easterling_ET_EnemiesDropAmmo_MarkKill|0A0A0000E63C1E0C20D010660000000020BE846800000000C8C0606600000000D0A8EA4100000000
000000006681C520|ProcDef_Outlaw_AllyApplyStatusEffect_OnHit|0A0A00003CB1040FC0D010660000000068BE846800000000C8C060660000000000A9EA4100000000
000000006681C548|ProcDef_HealthRecov_OnExecuteFrozen|0A0A0000744E750F20D0106600000000D0BE846800000000C8C06066000000002CA9EA4100000000
000000006681C570|ProcDef_HealthRecov_OnKill_PrevStateFrozen|0A0A00002F6A7F0F20D010660000000018BF846800000000C8C060660000000050A9EA4100000000
000000006681C598|ProcDef_WrathRecover_StealthKill|0A0A0000CC3A990F20D010660000000060BF846800000000C8C06066000000007CA9EA4100000000
000000006681C5C0|ProcDef_WrathRecover_AnyKill_TargetFrozen|0A0A00005A8A391220D0106600000000A8BF846800000000C8C0606600000000A0A9EA4100000000
000000006681C5E8|ProcDef_AmmoRecover_Brut_StealthKill|0A0A0000593AD01420D0106600000000F0BF846800000000C8C0606600000000CCA9EA4100000000
000000006681C610|ProcDef_Curse_OnCrit|0A0A000024AB571720D010660000000038C0846800000000C8C0606600000000F4A9EA4100000000
000000006681C638|ProcDef_PoisonAmmoRefill_OnStealthAtk|0A0A00001F006A1720D010660000000080C0846800000000C8C06066000000000CAAEA4100000000
000000006681C660|ProcDef_AoEPoison_OnHit|0A0A0000B6DEB01920D0106600000000C8C0846800000000C8C060660000000034AAEA4100000000
000000006681C688|ProcDef_MightRecover_LastChance|0A0A0000ACF03F1B20D010660000000010C1846800000000C8C06066000000004CAAEA4100000000
000000006681C6B0|ProcDef_SummonSpider_OnStealthKillChain|0A0A0000B086081C20D010660000000058C1846800000000C8C06066000000006CAAEA4100000000
000000006681C6D8|ProcDef_WarmongerAoE_OnStepInFirePit|0A0A00007DD1701D20D0106600000000A0C1846800000000C8C060660000000094AAEA4100000000
000000006681C700|ProcDef_DamageBuff_Drain_CB|0A0A0000DAEDCD1F20D0106600000000E8C1846800000000C8C0606600000000BCAAEA4100000000
000000006681C728|ProcDef_MightRecover_Armor_CombatKill|0A0A0000ABB0362020D010660000000030C2846800000000C8C0606600000000D8AAEA4100000000
000000006681C750|ProcDef_Easterling_ET_EnemiesDropCoins_MarkKill|0A0A00000C92CA2020D010660000000078C2846800000000C8C060660000000000ABEA4100000000
000000006681C778|ProcDef_WrathRecover_OnGetHit|0A0A0000510CDB2020D0106600000000C0C2846800000000C8C060660000000030ABEA4100000000
000000006681C7A0|ProcDef_Light_OnPerfectCounter|0A0A0000C5C4E52060D110660000000008C3846800000000C8C060660000000050ABEA4100000000
000000006681C7C8|Proc_Def_ExplodeOnDeath|0A0A00007D19832120D010660000000058C3846800000000C8C060660000000070ABEA4100000000
000000006681C7F0|ProcDef_Skill_Execution_C2_Kill|0A0A00007817782220D0106600000000A0C3846800000000C8C060660000000088ABEA4100000000
000000006681C818|ProcDef_Wrath_UNUSED|0A0A0000D939F92220D0106600000000E8C3846800000000C8C0606600000000A8ABEA4100000000
000000006681C840|ProcDef_FocusRecover_AnyKill_Not_CBCombo|0A0A0000654EFB2220D010660000000030C4846800000000C8C0606600000000C0ABEA4100000000
000000006681C868|ProcDef_OnPreDeath_KillFollowerInstead|0A0A0000C775D42420D010660000000078C4846800000000C8C0606600000000ECABEA4100000000
000000006681C890|ProcDef_PoisonWeapon_WrathFull|0A0A00003E987D2520D0106600000000C0C4846800000000C8C060660000000014ACEA4100000000
000000006681C8B8|ProcDef_NormalAmmoRefill_OnHeadshotKill|0A0A0000E390F22520D010660000000008C5846800000000C8C060660000000034ACEA4100000000
000000006681C8E0|ProcDef_PoisonExplode_OnBrutalStealthKill|0A0A000074B0AC2620D010660000000050C5846800000000C8C06066000000005CACEA4100000000
000000006681C908|ProcDef_PoisonAoE_OnMeleeKillVsBlinded|0A0A0000DADB5F2720D010660000000098C5846800000000C8C060660000000088ACEA4100000000
000000006681C930|ProcDef_HealthRecover_FleeingKill|0A0A0000E5EF662820D0106600000000E0C5846800000000C8C0606600000000B0ACEA4100000000
000000006681C958|ProcDef_HealthRecover_KillOnFire|0A0A000090F9B42920D010660000000028C6846800000000C8C0606600000000D4ACEA4100000000
000000006681C980|ProcDef_WrathRecover_CombatKill|0A0A00008F267A2C20D010660000000070C6846800000000C8C0606600000000F8ACEA4100000000
000000006681C9A8|ProcDef_MightRecov_OnEnemyPoisoned|0A0A0000C9318A2C20D0106600000000B8C6846800000000C8C060660000000018ADEA4100000000
000000006681C9D0|ProcDef_Skill_Execution_C2_Hit|0A0A00004978D92D20D010660000000000C7846800000000C8C06066000000003CADEA4100000000
000000006681C9F8|ProcDef_LightAoE_OnPoisoned|0A0A0000FC6C8E2E20D010660000000048C7846800000000C8C06066000000005CADEA4100000000
000000006681CA20|ProcDef_WrathRecover_AllyKill|0A0A0000C31C8E3020D010660000000090C7846800000000C8C060660000000078ADEA4100000000
000000006681CA48|ProcDef_LightAoE_OnMeleeVsBlinded|0A0A0000F0A2AF3020D0106600000000D8C7846800000000C8C060660000000098ADEA4100000000
000000006681CA70|ProcDef_FireAoE_OnSetOnFire|0A0A00009487663320D010660000000020C8846800000000C8C0606600000000BCADEA4100000000
000000006681CA98|ProcDef_AmmoRecover_EliteKill|0A0A00005A00403420D010660000000068C8846800000000C8C0606600000000D8ADEA4100000000
000000006681CAC0|ProcDef_HealthRecover_OnPlayerKill|0A0A0000FBF6413C20D0106600000000B0C8846800000000C8C0606600000000F8ADEA4100000000
000000006681CAE8|ProcDef_Poison_OnMeleeCrit|0A0A000060CA0A3D20D0106600000000F8C8846800000000C8C06066000000001CAEEA4100000000
000000006681CB10|ProcDef_Freeze_WrathFull|0A0A0000B1702A3D20D010660000000040C9846800000000C8C060660000000038AEEA4100000000
000000006681CB38|ProcDef_AmmoRecov_OnKillBlinded|0A0A00001339BB3E20D010660000000088C9846800000000C8C060660000000054AEEA4100000000
000000006681CB60|ProcDef_AmmoRecover_Dominate|0A0A00000A3FDB4120D0106600000000D0C9846800000000C8C060660000000074AEEA4100000000
