# Shadow of War Game Database Dump
# List: AI/Perception/Types
# Entry count: 240
# Entry stride: 0x28
# Format: address|name|hex_bytes

000000006664B3D0|Alertness_Spider_Drone|0E0A000022A760012008086600000000F8ECD96700000000F8636066000000002C8CDF4100000000
000000006664B3F8|Biped_BladeOfGaladriel_Melee|0E0A00008843AF02200808660000000068EDD96700000000F863606600000000548CDF4100000000
000000006664B420|Biped_AlertSuspicious_TargetKnown_Trolls|0E0A0000618CFE022008086600000000D8EDD96700000000F863606600000000848CDF4100000000
000000006664B448|Archer_AlertHigh_EagleEye_TargetKnown_Trolls|0E0A0000AC554404200808660000000048EED96700000000F863606600000000B88CDF4100000000
000000006664B470|WargTorvin_Default_AlertLow|0E0A0000E82D49072008086600000000B8EED96700000000F863606600000000F88CDF4100000000
000000006664B498|Warg_AlertSuspicious_TargetKnown_Player_1Cas|0E0A00003E796807200808660000000028EFD96700000000F8636066000000002C8DDF4100000000
000000006664B4C0|Goblins_AlertHigh_TargetKnown_FellBeast|0E0A00004AA24A08200808660000000098EFD96700000000F863606600000000648DDF4100000000
000000006664B4E8|FellBeast_AlertHigh_TargetKnown_Player|0E0A00000B787F09200808660000000008F0D96700000000F8636066000000008C8DDF4100000000
000000006664B510|Biped_Default_AlertHigh_TargetKnown_3Hard|0E0A0000BA6F2D0A200808660000000078F0D96700000000F863606600000000BC8DDF4100000000
000000006664B538|Biped_AlertHigh_TargetKnown_Player_4Brutal|0E0A0000EECBC90B2008086600000000E8F0D96700000000F863606600000000F88DDF4100000000
000000006664B560|Archer_AlertHigh_Towers_TargetKnown_Goblins|0E0A0000E7E8440C200808660000000058F1D96700000000F863606600000000348EDF4100000000
000000006664B588|Biped_Default_AlertHigh_TargetKnown_2Norm|0E0A0000BA7F750D2008086600000000C8F1D96700000000F863606600000000688EDF4100000000
000000006664B5B0|Biped_Default_AlertSuspicious_TargetKnown_4Brut|0E0A0000D2238E0D200808660000000038F2D96700000000F863606600000000948EDF4100000000
000000006664B5D8|Biped_Default_AlertHigh_3Hard|0E0A00001614240F2008086600000000A8F2D96700000000F863606600000000C48EDF4100000000
000000006664B600|Biped_Default_AlertSuspicious_TargetKnown_3Hard|0E0A0000E5A9460F200808660000000018F3D96700000000F863606600000000EC8EDF4100000000
000000006664B628|FellBeast_AlertHigh_TargetKnown_Fellbeast|0E0A00001E39A60F200808660000000088F3D96700000000F8636066000000001C8FDF4100000000
000000006664B650|Troll_AlertLow_TargetKnown_WargStealth|0E0A0000B70819102008086600000000F8F3D96700000000F863606600000000508FDF4100000000
000000006664B678|AlertLow_OrcArcher_Forts|0E0A0000EFC89110200808660000000068F4D96700000000F863606600000000808FDF4100000000
000000006664B6A0|SpiderAI_Default_AlertHigh|0E0A00003810DB102008086600000000D8F4D96700000000F8636066000000009C8FDF4100000000
000000006664B6C8|SpiderAI_AlertHigh_TargetKnown_TrollLgndry|0E0A000094C03311200808660000000048F5D96700000000F863606600000000C08FDF4100000000
000000006664B6F0|AlertHigh_OrcArcher_FortAssault|0E0A00001F1D4B112008086600000000B8F5D96700000000F863606600000000F48FDF4100000000
000000006664B718|Biped_Default_AlertHigh_2Norm|0E0A000016246C12200808660000000028F6D96700000000F8636066000000001490DF4100000000
000000006664B740|Biped_Default_AlertSuspicious_TargetKnown_2Norm|0E0A0000E5B98E12200808660000000098F6D96700000000F8636066000000003490DF4100000000
000000006664B768|Biped_Default_AlertSuspicious_4Brutal|0E0A000091D73113200808660000000008F7D96700000000F8636066000000006490DF4100000000
000000006664B790|Archer_AlertHigh_Forts_TargetKnown_Bipeds|0E0A0000E0B11A14200808660000000078F7D96700000000F8636066000000008C90DF4100000000
000000006664B7B8|Archer_AlertHigh_Forts_TargetKnown_Trolls|0E0A00008FA86C142008086600000000E8F7D96700000000F863606600000000C090DF4100000000
000000006664B7E0|AlertHigh_Warlord|0E0A0000E50C3515200808660000000058F8D96700000000F863606600000000EC90DF4100000000
000000006664B808|SpiderAI_AlertHigh_TargetKnown_Goblins|0E0A0000CF3779162008086600000000C8F8D96700000000F8636066000000000091DF4100000000
000000006664B830|Archer_AlertHigh_FortAslt_Far_TargetKnwn_Bipeds|0E0A000059B8EE18200808660000000038F9D96700000000F8636066000000002891DF4100000000
000000006664B858|Archer_AlertHigh_FortAslt_Far_TargetKnwn_Trolls|0E0A000008AF40192008086600000000A8F9D96700000000F8636066000000005891DF4100000000
